0	1
0.1	0.995004165
0.2	0.980066578
0.3	0.955336489
0.4	0.921060994
0.5	0.877582562
0.6	0.825335615
0.7	0.764842187
0.8	0.696706709
0.9	0.621609968
1	0.540302306
1.1	0.453596121
1.2	0.362357754
1.3	0.267498829
1.4	0.169967143
1.5	0.070737202
1.6	-0.029199522
1.7	-0.128844494
1.8	-0.227202095
1.9	-0.323289567
2	-0.416146837
2.1	-0.504846105
2.2	-0.588501117
2.3	-0.666276021
2.4	-0.737393716
2.5	-0.801143616
2.6	-0.856888753
2.7	-0.904072142
2.8	-0.942222341
2.9	-0.970958165
3	-0.989992497
3.1	-0.99913515
3.2	-0.998294776
3.3	-0.98747977
3.4	-0.966798193
3.5	-0.936456687
3.6	-0.896758416
3.7	-0.848100032
3.8	-0.790967712
3.9	-0.725932304
4	-0.653643621
4.1	-0.574823947
4.2	-0.490260821
4.3	-0.400799172
4.4	-0.30733287
4.5	-0.210795799
4.6	-0.112152527
4.7	-0.012388663
4.8	0.087498983
4.9	0.186512369
5	0.283662185
5.1	0.377977743
5.2	0.468516671
5.3	0.554374336
5.4	0.634692876
5.5	0.708669774
5.6	0.775565879
5.7	0.834712785
5.8	0.885519517
5.9	0.927478431
6	0.960170287
6.1	0.983268438
6.2	0.996542097
6.3	0.999858636
6.4	0.993184919
6.5	0.976587626
6.6	0.950232592
6.7	0.914383148
6.8	0.86939749
6.9	0.8157251
7	0.753902254
7.1	0.684546666
7.2	0.608351315
7.3	0.526077517
7.4	0.438547328
7.5	0.346635318
7.6	0.251259843
7.7	0.153373862
7.8	0.053955421
7.9	-0.046002126
8	-0.145500034
8.1	-0.243544154
8.2	-0.339154861
8.3	-0.431376845
8.4	-0.519288654
8.5	-0.602011903
8.6	-0.678720047
8.7	-0.748646646
8.8	-0.811093014
8.9	-0.865435209
9	-0.911130262
9.1	-0.947721602
9.2	-0.974843621
9.3	-0.992225325
9.4	-0.999693042
9.5	-0.997172156
9.6	-0.984687856
9.7	-0.96236488
9.8	-0.930426272
9.9	-0.889191153
10	-0.839071529
