-3.141592654	-9.869604401
-3.131592654	-9.816872381
-3.121592654	-9.764339362
-3.111592654	-9.712004342
-3.101592654	-9.659866323
-3.091592654	-9.607924305
-3.081592654	-9.556177289
-3.071592654	-9.504624277
-3.061592654	-9.45326427
-3.051592654	-9.402096273
-3.041592654	-9.351119287
-3.031592654	-9.300332318
-3.021592654	-9.249734372
-3.011592654	-9.199324454
-3.001592654	-9.149101573
-2.991592654	-9.099064737
-2.981592654	-9.049212959
-2.971592654	-8.999545248
-2.961592654	-8.950060619
-2.951592654	-8.900758088
-2.941592654	-8.85163667
-2.931592654	-8.802695386
-2.921592654	-8.753933257
-2.911592654	-8.705349304
-2.901592654	-8.656942554
-2.891592654	-8.608712034
-2.881592654	-8.560656773
-2.871592654	-8.512775805
-2.861592654	-8.465068164
-2.851592654	-8.417532887
-2.841592654	-8.370169016
-2.831592654	-8.322975592
-2.821592654	-8.275951663
-2.811592654	-8.229096278
-2.801592654	-8.182408489
-2.791592654	-8.135887351
-2.781592654	-8.089531924
-2.771592654	-8.043341269
-2.761592654	-7.997314454
-2.751592654	-7.951450546
-2.741592654	-7.905748621
-2.731592654	-7.860207753
-2.721592654	-7.814827025
-2.711592654	-7.769605521
-2.701592654	-7.724542331
-2.691592654	-7.679636547
-2.681592654	-7.634887267
-2.671592654	-7.590293592
-2.661592654	-7.545854629
-2.651592654	-7.501569489
-2.641592654	-7.457437286
-2.631592654	-7.413457141
-2.621592654	-7.369628179
-2.611592654	-7.325949529
-2.601592654	-7.282420327
-2.591592654	-7.239039711
-2.581592654	-7.195806827
-2.571592654	-7.152720825
-2.561592654	-7.10978086
-2.551592654	-7.066986093
-2.541592654	-7.02433569
-2.531592654	-6.981828824
-2.521592654	-6.939464671
-2.511592654	-6.897242416
-2.501592654	-6.855161246
-2.491592654	-6.813220357
-2.481592654	-6.77141895
-2.471592654	-6.729756232
-2.461592654	-6.688231416
-2.451592654	-6.646843721
-2.441592654	-6.605592373
-2.431592654	-6.564476604
-2.421592654	-6.523495652
-2.411592654	-6.482648762
-2.401592654	-6.441935185
-2.391592654	-6.401354181
-2.381592654	-6.360905013
-2.371592654	-6.320586953
-2.361592654	-6.280399281
-2.351592654	-6.240341281
-2.341592654	-6.200412246
-2.331592654	-6.160611477
-2.321592654	-6.120938279
-2.311592654	-6.081391967
-2.301592654	-6.041971863
-2.291592654	-6.002677295
-2.281592654	-5.9635076
-2.271592654	-5.924462121
-2.261592654	-5.88554021
-2.251592654	-5.846741225
-2.241592654	-5.808064534
-2.231592654	-5.769509511
-2.221592654	-5.731075539
-2.211592654	-5.692762006
-2.201592654	-5.654568313
-2.191592654	-5.616493864
-2.181592654	-5.578538074
-2.171592654	-5.540700366
-2.161592654	-5.502980171
-2.151592654	-5.465376926
-2.141592654	-5.427890079
-2.131592654	-5.390519085
-2.121592654	-5.35326341
-2.111592654	-5.316122524
-2.101592654	-5.279095909
-2.091592654	-5.242183054
-2.081592654	-5.205383458
-2.071592654	-5.168696627
-2.061592654	-5.132122076
-2.051592654	-5.095659331
-2.041592654	-5.059307923
-2.031592654	-5.023067396
-2.021592654	-4.986937299
-2.011592654	-4.950917193
-2.001592654	-4.915006647
-1.991592654	-4.879205238
-1.981592654	-4.843512554
-1.971592654	-4.807928189
-1.961592654	-4.772451751
-1.951592654	-4.737082853
-1.941592654	-4.701821118
-1.931592654	-4.666666181
-1.921592654	-4.631617683
-1.911592654	-4.596675275
-1.901592654	-4.56183862
-1.891592654	-4.527107386
-1.881592654	-4.492481256
-1.871592654	-4.457959917
-1.861592654	-4.423543068
-1.851592654	-4.389230419
-1.841592654	-4.355021687
-1.831592654	-4.3209166
-1.821592654	-4.286914896
-1.811592654	-4.25301632
-1.801592654	-4.219220631
-1.791592654	-4.185527594
-1.781592654	-4.151936986
-1.771592654	-4.118448592
-1.761592654	-4.085062208
-1.751592654	-4.051777639
-1.741592654	-4.018594701
-1.731592654	-3.985513219
-1.721592654	-3.952533028
-1.711592654	-3.919653972
-1.701592654	-3.886875907
-1.691592654	-3.854198697
-1.681592654	-3.821622216
-1.671592654	-3.789146349
-1.661592654	-3.756770991
-1.651592654	-3.724496045
-1.641592654	-3.692321427
-1.631592654	-3.66024706
-1.621592654	-3.628272878
-1.611592654	-3.596398826
-1.601592654	-3.564624859
-1.591592654	-3.532950939
-1.581592654	-3.501377042
-1.571592654	-3.469903152
-1.561592654	-3.438529262
-1.551592654	-3.407255378
-1.541592654	-3.376081513
-1.531592654	-3.345007691
